location_code,hora,cantidad,sentido,latitud,longitud
"48Q37G00+","2020-05-02T02:00:00-0300",16,"Egreso",-34.706,-58.466
"48Q37G00+","2020-05-02T02:00:00-0300",10,"Ingreso",-34.706,-58.466
"48Q38F00+","2020-05-02T02:00:00-0300",110,"Egreso",-34.665107,-58.513913
"48Q38F00+","2020-05-02T02:00:00-0300",29,"Ingreso",-34.665107,-58.513913
"48Q38G00+","2020-05-02T02:00:00-0300",177,"Egreso",-34.693438,-58.476251
"48Q38G00+","2020-05-02T02:00:00-0300",20,"Ingreso",-34.693438,-58.476251
"48Q38H00+","2020-05-02T02:00:00-0300",33,"Egreso",-34.657675,-58.430406
"48Q38H00+","2020-05-02T02:00:00-0300",19,"Ingreso",-34.657675,-58.430406
"48Q38J00+","2020-05-02T02:00:00-0300",44,"Egreso",-34.653279,-58.382039
"48Q38J00+","2020-05-02T02:00:00-0300",49,"Ingreso",-34.653279,-58.382039
"48Q39F00+","2020-05-02T02:00:00-0300",95,"Egreso",-34.637576,-58.529494
"48Q39F00+","2020-05-02T02:00:00-0300",98,"Ingreso",-34.637576,-58.529494
"48Q39G00+","2020-05-02T02:00:00-0300",264,"Egreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T02:00:00-0300",251,"Ingreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T02:00:00-0300",63,"Interna",-34.633299,-58.468594
"48Q39H00+","2020-05-02T02:00:00-0300",308,"Interna",-34.618036,-58.410236
"48Q39J00+","2020-05-02T02:00:00-0300",13,"Ingreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T02:00:00-0300",160,"Interna",-34.60855,-58.372951
"48Q3CF00+","2020-05-02T02:00:00-0300",62,"Egreso",-34.583119,-58.515753
"48Q3CF00+","2020-05-02T02:00:00-0300",65,"Ingreso",-34.583119,-58.515753
"48Q3CG00+","2020-05-02T02:00:00-0300",23,"Egreso",-34.589125,-58.484717
"48Q3CG00+","2020-05-02T02:00:00-0300",7,"Ingreso",-34.589125,-58.484717
"48Q3CH00+","2020-05-02T02:00:00-0300",13,"Egreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T02:00:00-0300",14,"Ingreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T02:00:00-0300",142,"Interna",-34.579632,-58.427733
"48Q3CJ00+","2020-05-02T02:00:00-0300",108,"Egreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T02:00:00-0300",106,"Ingreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T02:00:00-0300",52,"Interna",-34.588796,-58.38152
"48Q3FG00+","2020-05-02T02:00:00-0300",99,"Egreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T02:00:00-0300",38,"Ingreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T02:00:00-0300",36,"Interna",-34.53698,-58.470968
"48Q37G00+","2020-05-02T03:00:00-0300",12,"Egreso",-34.706,-58.466
"48Q37G00+","2020-05-02T03:00:00-0300",18,"Ingreso",-34.706,-58.466
"48Q38F00+","2020-05-02T03:00:00-0300",128,"Egreso",-34.665107,-58.513913
"48Q38F00+","2020-05-02T03:00:00-0300",54,"Ingreso",-34.665107,-58.513913
"48Q38G00+","2020-05-02T03:00:00-0300",248,"Egreso",-34.693438,-58.476251
"48Q38G00+","2020-05-02T03:00:00-0300",36,"Ingreso",-34.693438,-58.476251
"48Q38H00+","2020-05-02T03:00:00-0300",26,"Egreso",-34.657675,-58.430406
"48Q38H00+","2020-05-02T03:00:00-0300",40,"Ingreso",-34.657675,-58.430406
"48Q38J00+","2020-05-02T03:00:00-0300",35,"Egreso",-34.653279,-58.382039
"48Q38J00+","2020-05-02T03:00:00-0300",56,"Ingreso",-34.653279,-58.382039
"48Q39F00+","2020-05-02T03:00:00-0300",116,"Egreso",-34.637576,-58.529494
"48Q39F00+","2020-05-02T03:00:00-0300",137,"Ingreso",-34.637576,-58.529494
"48Q39G00+","2020-05-02T03:00:00-0300",287,"Egreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T03:00:00-0300",286,"Ingreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T03:00:00-0300",57,"Interna",-34.633299,-58.468594
"48Q39H00+","2020-05-02T03:00:00-0300",233,"Interna",-34.618036,-58.410236
"48Q39J00+","2020-05-02T03:00:00-0300",12,"Ingreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T03:00:00-0300",151,"Interna",-34.60855,-58.372951
"48Q3CF00+","2020-05-02T03:00:00-0300",79,"Egreso",-34.583119,-58.515753
"48Q3CF00+","2020-05-02T03:00:00-0300",71,"Ingreso",-34.583119,-58.515753
"48Q3CG00+","2020-05-02T03:00:00-0300",27,"Egreso",-34.589125,-58.484717
"48Q3CG00+","2020-05-02T03:00:00-0300",5,"Ingreso",-34.589125,-58.484717
"48Q3CH00+","2020-05-02T03:00:00-0300",8,"Egreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T03:00:00-0300",14,"Ingreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T03:00:00-0300",137,"Interna",-34.579632,-58.427733
"48Q3CJ00+","2020-05-02T03:00:00-0300",119,"Egreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T03:00:00-0300",115,"Ingreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T03:00:00-0300",77,"Interna",-34.588796,-58.38152
"48Q3FG00+","2020-05-02T03:00:00-0300",122,"Egreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T03:00:00-0300",63,"Ingreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T03:00:00-0300",24,"Interna",-34.53698,-58.470968
"48Q37G00+","2020-05-02T04:00:00-0300",15,"Egreso",-34.706,-58.466
"48Q37G00+","2020-05-02T04:00:00-0300",72,"Ingreso",-34.706,-58.466
"48Q38F00+","2020-05-02T04:00:00-0300",157,"Egreso",-34.665107,-58.513913
"48Q38F00+","2020-05-02T04:00:00-0300",123,"Ingreso",-34.665107,-58.513913
"48Q38G00+","2020-05-02T04:00:00-0300",408,"Egreso",-34.693438,-58.476251
"48Q38G00+","2020-05-02T04:00:00-0300",93,"Ingreso",-34.693438,-58.476251
"48Q38H00+","2020-05-02T04:00:00-0300",32,"Egreso",-34.657675,-58.430406
"48Q38H00+","2020-05-02T04:00:00-0300",163,"Ingreso",-34.657675,-58.430406
"48Q38J00+","2020-05-02T04:00:00-0300",53,"Egreso",-34.653279,-58.382039
"48Q38J00+","2020-05-02T04:00:00-0300",228,"Ingreso",-34.653279,-58.382039
"48Q39F00+","2020-05-02T04:00:00-0300",138,"Egreso",-34.637576,-58.529494
"48Q39F00+","2020-05-02T04:00:00-0300",348,"Ingreso",-34.637576,-58.529494
"48Q39G00+","2020-05-02T04:00:00-0300",580,"Egreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T04:00:00-0300",765,"Ingreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T04:00:00-0300",81,"Interna",-34.633299,-58.468594
"48Q39H00+","2020-05-02T04:00:00-0300",394,"Interna",-34.618036,-58.410236
"48Q39J00+","2020-05-02T04:00:00-0300",1,"Egreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T04:00:00-0300",25,"Ingreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T04:00:00-0300",275,"Interna",-34.60855,-58.372951
"48Q3CF00+","2020-05-02T04:00:00-0300",110,"Egreso",-34.583119,-58.515753
"48Q3CF00+","2020-05-02T04:00:00-0300",164,"Ingreso",-34.583119,-58.515753
"48Q3CG00+","2020-05-02T04:00:00-0300",50,"Egreso",-34.589125,-58.484717
"48Q3CG00+","2020-05-02T04:00:00-0300",11,"Ingreso",-34.589125,-58.484717
"48Q3CH00+","2020-05-02T04:00:00-0300",9,"Egreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T04:00:00-0300",46,"Ingreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T04:00:00-0300",145,"Interna",-34.579632,-58.427733
"48Q3CJ00+","2020-05-02T04:00:00-0300",232,"Egreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T04:00:00-0300",224,"Ingreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T04:00:00-0300",104,"Interna",-34.588796,-58.38152
"48Q3FG00+","2020-05-02T04:00:00-0300",227,"Egreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T04:00:00-0300",124,"Ingreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T04:00:00-0300",50,"Interna",-34.53698,-58.470968
"48Q37G00+","2020-05-02T05:00:00-0300",46,"Egreso",-34.706,-58.466
"48Q37G00+","2020-05-02T05:00:00-0300",168,"Ingreso",-34.706,-58.466
"48Q38F00+","2020-05-02T05:00:00-0300",292,"Egreso",-34.665107,-58.513913
"48Q38F00+","2020-05-02T05:00:00-0300",289,"Ingreso",-34.665107,-58.513913
"48Q38G00+","2020-05-02T05:00:00-0300",821,"Egreso",-34.693438,-58.476251
"48Q38G00+","2020-05-02T05:00:00-0300",209,"Ingreso",-34.693438,-58.476251
"48Q38H00+","2020-05-02T05:00:00-0300",80,"Egreso",-34.657675,-58.430406
"48Q38H00+","2020-05-02T05:00:00-0300",463,"Ingreso",-34.657675,-58.430406
"48Q38J00+","2020-05-02T05:00:00-0300",130,"Egreso",-34.653279,-58.382039
"48Q38J00+","2020-05-02T05:00:00-0300",488,"Ingreso",-34.653279,-58.382039
"48Q39F00+","2020-05-02T05:00:00-0300",271,"Egreso",-34.637576,-58.529494
"48Q39F00+","2020-05-02T05:00:00-0300",950,"Ingreso",-34.637576,-58.529494
"48Q39G00+","2020-05-02T05:00:00-0300",1663,"Egreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T05:00:00-0300",2318,"Ingreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T05:00:00-0300",217,"Interna",-34.633299,-58.468594
"48Q39H00+","2020-05-02T05:00:00-0300",1083,"Interna",-34.618036,-58.410236
"48Q39J00+","2020-05-02T05:00:00-0300",64,"Ingreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T05:00:00-0300",537,"Interna",-34.60855,-58.372951
"48Q3CF00+","2020-05-02T05:00:00-0300",376,"Egreso",-34.583119,-58.515753
"48Q3CF00+","2020-05-02T05:00:00-0300",538,"Ingreso",-34.583119,-58.515753
"48Q3CG00+","2020-05-02T05:00:00-0300",105,"Egreso",-34.589125,-58.484717
"48Q3CG00+","2020-05-02T05:00:00-0300",39,"Ingreso",-34.589125,-58.484717
"48Q3CH00+","2020-05-02T05:00:00-0300",15,"Egreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T05:00:00-0300",166,"Ingreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T05:00:00-0300",372,"Interna",-34.579632,-58.427733
"48Q3CJ00+","2020-05-02T05:00:00-0300",577,"Egreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T05:00:00-0300",532,"Ingreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T05:00:00-0300",226,"Interna",-34.588796,-58.38152
"48Q3FG00+","2020-05-02T05:00:00-0300",559,"Egreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T05:00:00-0300",441,"Ingreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T05:00:00-0300",157,"Interna",-34.53698,-58.470968
"48Q37G00+","2020-05-02T06:00:00-0300",80,"Egreso",-34.706,-58.466
"48Q37G00+","2020-05-02T06:00:00-0300",163,"Ingreso",-34.706,-58.466
"48Q38F00+","2020-05-02T06:00:00-0300",394,"Egreso",-34.665107,-58.513913
"48Q38F00+","2020-05-02T06:00:00-0300",243,"Ingreso",-34.665107,-58.513913
"48Q38G00+","2020-05-02T06:00:00-0300",817,"Egreso",-34.693438,-58.476251
"48Q38G00+","2020-05-02T06:00:00-0300",267,"Ingreso",-34.693438,-58.476251
"48Q38H00+","2020-05-02T06:00:00-0300",127,"Egreso",-34.657675,-58.430406
"48Q38H00+","2020-05-02T06:00:00-0300",454,"Ingreso",-34.657675,-58.430406
"48Q38J00+","2020-05-02T06:00:00-0300",250,"Egreso",-34.653279,-58.382039
"48Q38J00+","2020-05-02T06:00:00-0300",507,"Ingreso",-34.653279,-58.382039
"48Q39F00+","2020-05-02T06:00:00-0300",440,"Egreso",-34.637576,-58.529494
"48Q39F00+","2020-05-02T06:00:00-0300",949,"Ingreso",-34.637576,-58.529494
"48Q39G00+","2020-05-02T06:00:00-0300",2258,"Egreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T06:00:00-0300",2732,"Ingreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T06:00:00-0300",289,"Interna",-34.633299,-58.468594
"48Q39H00+","2020-05-02T06:00:00-0300",1664,"Interna",-34.618036,-58.410236
"48Q39J00+","2020-05-02T06:00:00-0300",6,"Egreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T06:00:00-0300",780,"Ingreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T06:00:00-0300",858,"Interna",-34.60855,-58.372951
"48Q3CF00+","2020-05-02T06:00:00-0300",482,"Egreso",-34.583119,-58.515753
"48Q3CF00+","2020-05-02T06:00:00-0300",639,"Ingreso",-34.583119,-58.515753
"48Q3CG00+","2020-05-02T06:00:00-0300",157,"Egreso",-34.589125,-58.484717
"48Q3CG00+","2020-05-02T06:00:00-0300",51,"Ingreso",-34.589125,-58.484717
"48Q3CH00+","2020-05-02T06:00:00-0300",44,"Egreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T06:00:00-0300",209,"Ingreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T06:00:00-0300",627,"Interna",-34.579632,-58.427733
"48Q3CJ00+","2020-05-02T06:00:00-0300",888,"Egreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T06:00:00-0300",845,"Ingreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T06:00:00-0300",222,"Interna",-34.588796,-58.38152
"48Q3FG00+","2020-05-02T06:00:00-0300",814,"Egreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T06:00:00-0300",540,"Ingreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T06:00:00-0300",229,"Interna",-34.53698,-58.470968
"48Q37G00+","2020-05-02T07:00:00-0300",91,"Egreso",-34.706,-58.466
"48Q37G00+","2020-05-02T07:00:00-0300",159,"Ingreso",-34.706,-58.466
"48Q38F00+","2020-05-02T07:00:00-0300",541,"Egreso",-34.665107,-58.513913
"48Q38F00+","2020-05-02T07:00:00-0300",260,"Ingreso",-34.665107,-58.513913
"48Q38G00+","2020-05-02T07:00:00-0300",845,"Egreso",-34.693438,-58.476251
"48Q38G00+","2020-05-02T07:00:00-0300",378,"Ingreso",-34.693438,-58.476251
"48Q38H00+","2020-05-02T07:00:00-0300",171,"Egreso",-34.657675,-58.430406
"48Q38H00+","2020-05-02T07:00:00-0300",558,"Ingreso",-34.657675,-58.430406
"48Q38J00+","2020-05-02T07:00:00-0300",338,"Egreso",-34.653279,-58.382039
"48Q38J00+","2020-05-02T07:00:00-0300",670,"Ingreso",-34.653279,-58.382039
"48Q39F00+","2020-05-02T07:00:00-0300",473,"Egreso",-34.637576,-58.529494
"48Q39F00+","2020-05-02T07:00:00-0300",1208,"Ingreso",-34.637576,-58.529494
"48Q39G00+","2020-05-02T07:00:00-0300",2578,"Egreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T07:00:00-0300",2797,"Ingreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T07:00:00-0300",390,"Interna",-34.633299,-58.468594
"48Q39H00+","2020-05-02T07:00:00-0300",2197,"Interna",-34.618036,-58.410236
"48Q39J00+","2020-05-02T07:00:00-0300",13,"Egreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T07:00:00-0300",728,"Ingreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T07:00:00-0300",1077,"Interna",-34.60855,-58.372951
"48Q3CF00+","2020-05-02T07:00:00-0300",697,"Egreso",-34.583119,-58.515753
"48Q3CF00+","2020-05-02T07:00:00-0300",955,"Ingreso",-34.583119,-58.515753
"48Q3CG00+","2020-05-02T07:00:00-0300",176,"Egreso",-34.589125,-58.484717
"48Q3CG00+","2020-05-02T07:00:00-0300",39,"Ingreso",-34.589125,-58.484717
"48Q3CH00+","2020-05-02T07:00:00-0300",47,"Egreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T07:00:00-0300",230,"Ingreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T07:00:00-0300",929,"Interna",-34.579632,-58.427733
"48Q3CJ00+","2020-05-02T07:00:00-0300",1049,"Egreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T07:00:00-0300",992,"Ingreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T07:00:00-0300",267,"Interna",-34.588796,-58.38152
"48Q3FG00+","2020-05-02T07:00:00-0300",1001,"Egreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T07:00:00-0300",616,"Ingreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T07:00:00-0300",364,"Interna",-34.53698,-58.470968
"48Q37G00+","2020-05-02T08:00:00-0300",82,"Egreso",-34.706,-58.466
"48Q37G00+","2020-05-02T08:00:00-0300",188,"Ingreso",-34.706,-58.466
"48Q38F00+","2020-05-02T08:00:00-0300",787,"Egreso",-34.665107,-58.513913
"48Q38F00+","2020-05-02T08:00:00-0300",245,"Ingreso",-34.665107,-58.513913
"48Q38G00+","2020-05-02T08:00:00-0300",1056,"Egreso",-34.693438,-58.476251
"48Q38G00+","2020-05-02T08:00:00-0300",462,"Ingreso",-34.693438,-58.476251
"48Q38H00+","2020-05-02T08:00:00-0300",354,"Egreso",-34.657675,-58.430406
"48Q38H00+","2020-05-02T08:00:00-0300",870,"Ingreso",-34.657675,-58.430406
"48Q38J00+","2020-05-02T08:00:00-0300",577,"Egreso",-34.653279,-58.382039
"48Q38J00+","2020-05-02T08:00:00-0300",988,"Ingreso",-34.653279,-58.382039
"48Q39F00+","2020-05-02T08:00:00-0300",598,"Egreso",-34.637576,-58.529494
"48Q39F00+","2020-05-02T08:00:00-0300",1460,"Ingreso",-34.637576,-58.529494
"48Q39G00+","2020-05-02T08:00:00-0300",2868,"Egreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T08:00:00-0300",2993,"Ingreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T08:00:00-0300",546,"Interna",-34.633299,-58.468594
"48Q39H00+","2020-05-02T08:00:00-0300",2351,"Interna",-34.618036,-58.410236
"48Q39J00+","2020-05-02T08:00:00-0300",2,"Egreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T08:00:00-0300",668,"Ingreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T08:00:00-0300",1293,"Interna",-34.60855,-58.372951
"48Q3CF00+","2020-05-02T08:00:00-0300",954,"Egreso",-34.583119,-58.515753
"48Q3CF00+","2020-05-02T08:00:00-0300",1112,"Ingreso",-34.583119,-58.515753
"48Q3CG00+","2020-05-02T08:00:00-0300",282,"Egreso",-34.589125,-58.484717
"48Q3CG00+","2020-05-02T08:00:00-0300",94,"Ingreso",-34.589125,-58.484717
"48Q3CH00+","2020-05-02T08:00:00-0300",62,"Egreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T08:00:00-0300",475,"Ingreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T08:00:00-0300",1262,"Interna",-34.579632,-58.427733
"48Q3CJ00+","2020-05-02T08:00:00-0300",1037,"Egreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T08:00:00-0300",970,"Ingreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T08:00:00-0300",286,"Interna",-34.588796,-58.38152
"48Q3FG00+","2020-05-02T08:00:00-0300",1326,"Egreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T08:00:00-0300",911,"Ingreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T08:00:00-0300",566,"Interna",-34.53698,-58.470968
"48Q37G00+","2020-05-02T09:00:00-0300",103,"Egreso",-34.706,-58.466
"48Q37G00+","2020-05-02T09:00:00-0300",125,"Ingreso",-34.706,-58.466
"48Q38F00+","2020-05-02T09:00:00-0300",789,"Egreso",-34.665107,-58.513913
"48Q38F00+","2020-05-02T09:00:00-0300",317,"Ingreso",-34.665107,-58.513913
"48Q38G00+","2020-05-02T09:00:00-0300",1074,"Egreso",-34.693438,-58.476251
"48Q38G00+","2020-05-02T09:00:00-0300",535,"Ingreso",-34.693438,-58.476251
"48Q38H00+","2020-05-02T09:00:00-0300",377,"Egreso",-34.657675,-58.430406
"48Q38H00+","2020-05-02T09:00:00-0300",874,"Ingreso",-34.657675,-58.430406
"48Q38J00+","2020-05-02T09:00:00-0300",716,"Egreso",-34.653279,-58.382039
"48Q38J00+","2020-05-02T09:00:00-0300",949,"Ingreso",-34.653279,-58.382039
"48Q39F00+","2020-05-02T09:00:00-0300",706,"Egreso",-34.637576,-58.529494
"48Q39F00+","2020-05-02T09:00:00-0300",1525,"Ingreso",-34.637576,-58.529494
"48Q39G00+","2020-05-02T09:00:00-0300",3128,"Egreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T09:00:00-0300",3186,"Ingreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T09:00:00-0300",696,"Interna",-34.633299,-58.468594
"48Q39H00+","2020-05-02T09:00:00-0300",2664,"Interna",-34.618036,-58.410236
"48Q39J00+","2020-05-02T09:00:00-0300",2,"Egreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T09:00:00-0300",513,"Ingreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T09:00:00-0300",1451,"Interna",-34.60855,-58.372951
"48Q3CF00+","2020-05-02T09:00:00-0300",1228,"Egreso",-34.583119,-58.515753
"48Q3CF00+","2020-05-02T09:00:00-0300",1533,"Ingreso",-34.583119,-58.515753
"48Q3CG00+","2020-05-02T09:00:00-0300",349,"Egreso",-34.589125,-58.484717
"48Q3CG00+","2020-05-02T09:00:00-0300",150,"Ingreso",-34.589125,-58.484717
"48Q3CH00+","2020-05-02T09:00:00-0300",60,"Egreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T09:00:00-0300",642,"Ingreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T09:00:00-0300",1415,"Interna",-34.579632,-58.427733
"48Q3CJ00+","2020-05-02T09:00:00-0300",1103,"Egreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T09:00:00-0300",1028,"Ingreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T09:00:00-0300",340,"Interna",-34.588796,-58.38152
"48Q3FG00+","2020-05-02T09:00:00-0300",1829,"Egreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T09:00:00-0300",1140,"Ingreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T09:00:00-0300",666,"Interna",-34.53698,-58.470968
"48Q37G00+","2020-05-02T10:00:00-0300",51,"Egreso",-34.706,-58.466
"48Q37G00+","2020-05-02T10:00:00-0300",67,"Ingreso",-34.706,-58.466
"48Q38F00+","2020-05-02T10:00:00-0300",469,"Egreso",-34.665107,-58.513913
"48Q38F00+","2020-05-02T10:00:00-0300",185,"Ingreso",-34.665107,-58.513913
"48Q38G00+","2020-05-02T10:00:00-0300",496,"Egreso",-34.693438,-58.476251
"48Q38G00+","2020-05-02T10:00:00-0300",321,"Ingreso",-34.693438,-58.476251
"48Q38H00+","2020-05-02T10:00:00-0300",228,"Egreso",-34.657675,-58.430406
"48Q38H00+","2020-05-02T10:00:00-0300",464,"Ingreso",-34.657675,-58.430406
"48Q38J00+","2020-05-02T10:00:00-0300",393,"Egreso",-34.653279,-58.382039
"48Q38J00+","2020-05-02T10:00:00-0300",459,"Ingreso",-34.653279,-58.382039
"48Q39F00+","2020-05-02T10:00:00-0300",370,"Egreso",-34.637576,-58.529494
"48Q39F00+","2020-05-02T10:00:00-0300",735,"Ingreso",-34.637576,-58.529494
"48Q39G00+","2020-05-02T10:00:00-0300",3122,"Egreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T10:00:00-0300",3172,"Ingreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T10:00:00-0300",471,"Interna",-34.633299,-58.468594
"48Q39H00+","2020-05-02T10:00:00-0300",2311,"Interna",-34.618036,-58.410236
"48Q39J00+","2020-05-02T10:00:00-0300",1,"Egreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T10:00:00-0300",255,"Ingreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T10:00:00-0300",1230,"Interna",-34.60855,-58.372951
"48Q3CF00+","2020-05-02T10:00:00-0300",675,"Egreso",-34.583119,-58.515753
"48Q3CF00+","2020-05-02T10:00:00-0300",833,"Ingreso",-34.583119,-58.515753
"48Q3CG00+","2020-05-02T10:00:00-0300",175,"Egreso",-34.589125,-58.484717
"48Q3CG00+","2020-05-02T10:00:00-0300",62,"Ingreso",-34.589125,-58.484717
"48Q3CH00+","2020-05-02T10:00:00-0300",92,"Egreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T10:00:00-0300",339,"Ingreso",-34.579632,-58.427733
"48Q3CH00+","2020-05-02T10:00:00-0300",1053,"Interna",-34.579632,-58.427733
"48Q3CJ00+","2020-05-02T10:00:00-0300",1122,"Egreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T10:00:00-0300",1039,"Ingreso",-34.588796,-58.38152
"48Q3CJ00+","2020-05-02T10:00:00-0300",311,"Interna",-34.588796,-58.38152
"48Q3FG00+","2020-05-02T10:00:00-0300",979,"Egreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T10:00:00-0300",696,"Ingreso",-34.53698,-58.470968
"48Q3FG00+","2020-05-02T10:00:00-0300",423,"Interna",-34.53698,-58.470968
"48Q37G00+","2020-05-02T11:00:00-0300",143,"Egreso",-34.706,-58.466
"48Q37G00+","2020-05-02T11:00:00-0300",189,"Ingreso",-34.706,-58.466
"48Q38F00+","2020-05-02T11:00:00-0300",1397,"Egreso",-34.665107,-58.513913
"48Q38F00+","2020-05-02T11:00:00-0300",504,"Ingreso",-34.665107,-58.513913
"48Q38G00+","2020-05-02T11:00:00-0300",1435,"Egreso",-34.693438,-58.476251
"48Q38G00+","2020-05-02T11:00:00-0300",732,"Ingreso",-34.693438,-58.476251
"48Q38H00+","2020-05-02T11:00:00-0300",554,"Egreso",-34.657675,-58.430406
"48Q38H00+","2020-05-02T11:00:00-0300",961,"Ingreso",-34.657675,-58.430406
"48Q38J00+","2020-05-02T11:00:00-0300",982,"Egreso",-34.653279,-58.382039
"48Q38J00+","2020-05-02T11:00:00-0300",1075,"Ingreso",-34.653279,-58.382039
"48Q39F00+","2020-05-02T11:00:00-0300",809,"Egreso",-34.637576,-58.529494
"48Q39F00+","2020-05-02T11:00:00-0300",1710,"Ingreso",-34.637576,-58.529494
"48Q39G00+","2020-05-02T11:00:00-0300",3759,"Egreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T11:00:00-0300",3582,"Ingreso",-34.633299,-58.468594
"48Q39G00+","2020-05-02T11:00:00-0300",980,"Interna",-34.633299,-58.468594
"48Q39H00+","2020-05-02T11:00:00-0300",5189,"Interna",-34.618036,-58.410236
"48Q39J00+","2020-05-02T11:00:00-0300",2,"Egreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T11:00:00-0300",439,"Ingreso",-34.60855,-58.372951
"48Q39J00+","2020-05-02T11:00:00-0300",1871,"Interna",-34.60855,-58.372951
"48Q3CF00+","2020-05-02T11:00:00-0300",1665,"Egreso",-34.583119,-58.515753
